,Account or Security,Coupon,Date,Quantity,Cost Value,Market Value,Bank,Asset Type,Company,Industry,Private Placement,Info,Ticker
2264,NATIONAL RURAL UTILS COOP TR F,1.34,2023-08-07 00:00:00,2070000.0,2070000.0,2063885.32,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,NATIONAL RURAL UTILS  CO,,False,<class 'object'>,ZION
2265,NEW YORK LIFE GLOBAL FDG 144A ,1.45,2022-07-12 00:00:00,5660000.0,5667302.0,5659145.57,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,NEW YORK LIFE GLOBAL  FDG,,False,<class 'object'>,BRK-B
2266,NEXTERA ENERGY CAP HLDGS INC F,1.27,2023-11-03 00:00:00,3410000.0,3410000.0,3361034.41,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
2267,PPL ELEC UTILS CORP FLTG RT ,1.8,2024-06-24 00:00:00,2783000.0,2778304.43,2721166.64,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,PPL ELEC UTILS  CO,,False,<class 'object'>,PPL
2268,PROTECTIVE LIFE GLOBAL FDG MED,2.46,2025-03-28 00:00:00,2038000.0,2038000.0,2035269.08,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,PROTECTIVE LIFE GLOBAL,,False,<class 'object'>,D1A8.DE
2269,PVPTL BAXTER INTERNATIONAL INC,1.46,2024-11-29 00:00:00,2815000.0,2776643.26,2748229.49,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,BAXTER INTERNATIONAL INC,,True,<class 'object'>,BAX
2270,PVTPL ENBRIDGE INC SR NT FLTG ,1.38,2023-02-17 00:00:00,1305000.0,1302493.1,1298005.2,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,ENBRIDGE  INC,,True,<class 'object'>,ENB
2271,PVTPL GSK CONSUMER HEALTHCARE ,2.36,2024-03-24 00:00:00,2300000.0,2300972.0,2299543.61,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,GSK  CO,,True,<class 'object'>,GSK
2272,PVTPL ROCHE HOLDINGS INC FLTGá,1.74,2025-03-10 00:00:00,4750000.0,4752574.55,4721785.0,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,ROCHE HOLDINGS INC,,True,<class 'object'>,ROG.SW
2273,PVTPL VOLKSWAGEN GROUP AMER FI,2,2024-06-07 00:00:00,2860000.0,2860000.0,2847530.4,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,VOLKSWAGEN GROUP,,True,<class 'object'>,VOW3.DE
2274,ROYAL BANK OF CANADA FRN 01-17,1.4,2023-01-17 00:00:00,6660000.0,6670980.0,6650905.1,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,ROYAL BANK OF CANADA,,False,<class 'object'>,RY.TO
2275,SIEMENS FINANCIERINGSMAATSCHAP,1.65,2024-03-11 00:00:00,1030000.0,1027232.14,1021049.42,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,SIEMENS FINANCIERINGSMAATSCHAP,,False,<class 'object'>,SMNEY
2276,SIMON PPTY GROUP L P FLTG RT D,1.15,2024-01-11 00:00:00,5137000.0,5139767.37,5065373.06,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,SIMON PPTY GROUP,,False,<class 'object'>,SPG
2277,SOUTHERN CALIF EDISON CO FLTG ,1.54,2022-12-02 00:00:00,3617000.0,3614715.42,3609043.32,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,SOUTHERN CALIF EDISON  CO,,False,<class 'object'>,SCE-PJ
2278,SOUTHERN CALIF GAS CO FLTG RAT,2.09,2023-09-14 00:00:00,1215000.0,1215066.0,1207437.38,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,SOUTHERN CALIF GAS  CO,,False,<class 'object'>,SOCGP
2279,STARBUCKS CORP ,1.38,2024-02-14 00:00:00,3615000.0,3614489.45,3593396.47,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,STARBUCKS  CO,,False,<class 'object'>,SBUX
2280,THERMO FISHER SCIENTIFIC INC F,1.1,2023-04-18 00:00:00,2380000.0,2380027.9,2369412.83,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,THERMO FISHER SCIENTIFIC  INC,,False,<class 'object'>,TMO
2281,THERMO FISHER SCIENTIFIC INC S,1.14,2023-10-18 00:00:00,3410000.0,3410748.95,3365541.58,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,THERMO FISHER SCIENTIFIC  INC,,False,<class 'object'>,TMO
2282,TORONTO DOMINION BANK ,1.33,2023-01-27 00:00:00,3278000.0,3277995.1,3268362.68,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,TORONTO DOMINION BANK,,False,<class 'object'>,TD
2283,TOYOTA MTR CR CORP MEDIUM TERM,2.08,2024-03-22 00:00:00,2930000.0,2930085.0,2921465.06,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,TOYOTA MOTOR,,False,<class 'object'>,TM
2284,TOYOTA MTR CR CORP MEDIUM TERM,2.15,2023-12-29 00:00:00,3905000.0,3905000.0,3906157.44,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,TOYOTA MOTOR,,False,<class 'object'>,TM
2285,TRUIST BK GLOBAL BK MED TERM N,1.91,2023-03-09 00:00:00,3355000.0,3359916.6,3355155.71,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,TRUIST BANK,,False,<class 'object'>,TFC
2286,TRUIST BK GLOBAL BK MED TERM N,0.95,2024-01-17 00:00:00,2320000.0,2309569.05,2286571.86,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,TRUIST BANK,,False,<class 'object'>,TFC
2287,TRUIST FINL CORP FLTG ,1.57,2025-06-09 00:00:00,1540000.0,1514035.6,1494785.6,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,TRUIST BANK,,False,<class 'object'>,TFC
2288,U S BK NATL ASSN CINCINNATI OH,2.09,2022-12-09 00:00:00,4210000.0,4210000.0,4207836.52,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,U S BANCORP,,False,<class 'object'>,U
2289,VERIZON COMMUNICATIONS INC .52,1.96,2024-03-22 00:00:00,3680000.0,3670046.67,3634694.67,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,VERIZON  CO,,False,<class 'object'>,VZ
2290,WELLS FARGO & CO NEW NT FLTG D,2.47,2023-10-31 00:00:00,7742000.0,7857438.73,7746231.54,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,WELLS FARGO &  CO,,False,<class 'object'>,WFC
2291,WESTPAC BKG CORP .63443% DUE 0,1.41,2023-01-13 00:00:00,1830000.0,1830000.0,1827210.86,9-200100-Neuberger Berman Enhanced Cash,Corporate Bonds,WESTPAC BANKING,,False,<class 'object'>,WBC.AX
2371,Corporate Bonds,,,,,,9-200100-Allspring Conservative Income Fund,Corporate Bonds,Corporate Bonds,,False,<class 'object'>,
2372,ABBVIE INC SR NT FLTG  11-21-2,2.15,2022-11-21 00:00:00,1200000.0,1205560.84,1200210.7,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ABBVIE  INC,,False,<class 'object'>,ABBV
2373,AIR LEASE CORP 3.0% DUE ,3,2023-09-15 00:00:00,2000000.0,2047220.0,1955256.22,9-200100-Allspring Conservative Income Fund,Corporate Bonds,AIR LEASE  CO,,False,<class 'object'>,AL
2374,AMERICAN HONDA FIN CORP MED TE,2.09,2023-09-08 00:00:00,1900000.0,1900000.0,1888325.28,9-200100-Allspring Conservative Income Fund,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
2375,ATHENE GLOBAL FDG MEDIUM TERM ,3,2022-07-01 00:00:00,1750000.0,1807785.0,1750000.0,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ATHENE GLOBAL  FDG,,False,<class 'object'>,ATNXQ
2376,ATMOS ENERGY CORP SR NT FLTG .,2.07,2023-03-09 00:00:00,1330000.0,1330000.0,1326810.5,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ATMOS ENERGY  CO,,False,<class 'object'>,ATO
2377,BANK AMER CORP MEDIUM TERM SR ,2.4,2024-03-05 00:00:00,2090000.0,2110064.0,2077397.01,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BANK OF AMERICA CO,,False,<class 'object'>,BAC
2378,BANK NOVA SCOTIA B C 1.625% DU,1.63,2023-05-01 00:00:00,3467000.0,3544764.81,3418190.33,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BANK OF NOVA SCOTIA,,False,<class 'object'>,BNS.TO
2379,BANK OF AMERICA CORP  3.004% ,3,2023-12-20 00:00:00,1000000.0,1017310.0,996721.87,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BANK OF AMERICA  CO,,False,<class 'object'>,BAC
2380,BANK OF NOVA SCOTIA .4% 09-15-,0.4,2023-09-15 00:00:00,900000.0,893529.0,868961.0,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BANK OF NOVA SCOTIA,,False,<class 'object'>,BNS.TO
2381,BANQUE FEDERATIVE DU CR MUTUEL,1.79,2022-07-20 00:00:00,1300000.0,1307625.33,1299609.86,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BANQUE FEDERATIVE DU  CR,,False,<class 'object'>,BCGE.SW
2382,BMW FIN N V FLTG RATE 144A ,2.19,2022-08-12 00:00:00,1950000.0,1950000.0,1949609.28,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BMW,,False,<class 'object'>,BMW.DE
2383,BPCE S A NTS BOOK ENTRY ,4,2024-04-15 00:00:00,1500000.0,1519845.0,1497214.65,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BPCE S A NTS BOOK ENTRY ,,False,<class 'object'>,BPCMJ.PA
2384,CARLISLE COS INC .55% 09-01-20,0.55,2023-09-01 00:00:00,1225000.0,1224326.25,1181500.68,9-200100-Allspring Conservative Income Fund,Corporate Bonds,CARLISLE  CO,,False,<class 'object'>,CSL
2385,CATERPILLAR FINL SVCS FLTG ,1.48,2024-09-13 00:00:00,2300000.0,2300000.0,2260762.0,9-200100-Allspring Conservative Income Fund,Corporate Bonds,CATERPILLAR FINL,,False,<class 'object'>,CAT
2386,CENTERPOINT ENERGY INC FLTG RT,1.61,2024-05-13 00:00:00,1400000.0,1400000.0,1365488.25,9-200100-Allspring Conservative Income Fund,Corporate Bonds,CENTERPOINT ENERGY INC,,False,<class 'object'>,CNP
2387,CREDIT AGRICOLE S A LONDON BRH,3.75,2023-04-24 00:00:00,2400000.0,2531856.0,2397839.86,9-200100-Allspring Conservative Income Fund,Corporate Bonds,CREDIT AGRICOLE,,False,<class 'object'>,ACA.PA
2388,CREDIT AGRICOLE S A LONDON BRH,2.2,2023-04-24 00:00:00,700000.0,710045.0,699893.46,9-200100-Allspring Conservative Income Fund,Corporate Bonds,CREDIT AGRICOLE,,False,<class 'object'>,ACA.PA
2389,CREDIT SUISSE AG NEW YORK BRAN,0.52,2023-08-09 00:00:00,3200000.0,3166596.0,3087012.58,9-200100-Allspring Conservative Income Fund,Corporate Bonds,CREDIT SUISSE GROUP AG,,False,<class 'object'>,CSGNZ.XC
2390,DEUTSCHE BK AG N Y BRANCH .962,0.96,2023-11-08 00:00:00,2479000.0,2432665.91,2375037.76,9-200100-Allspring Conservative Income Fund,Corporate Bonds,DEUTSCHE BK AG N Y BRANCH .962,,False,<class 'object'>,DB
2391,DNB BK ASA MEDIUM TERM BK NTS ,2.23,2022-12-02 00:00:00,2265000.0,2265000.0,2263973.07,9-200100-Allspring Conservative Income Fund,Corporate Bonds,DNB BK  ASA,,False,<class 'object'>,D1N.MU
2392,DOMINION ENERGY INC FLTG RT DU,2.36,2023-09-15 00:00:00,1800000.0,1800000.0,1791890.46,9-200100-Allspring Conservative Income Fund,Corporate Bonds,DOMINION ENERGY  INC,,False,<class 'object'>,D
2393,ENTERPRISE PRODS OPER LLC 3.35,3.35,2023-03-15 00:00:00,2000000.0,2050340.0,1994847.12,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ENTERPRISE PRODS OPER  LLC,,False,<class 'object'>,IEP
2394,EQUITABLE FINL LIFE GLOBAL FDG,0.5,2023-11-17 00:00:00,3300000.0,3270498.0,3163174.08,9-200100-Allspring Conservative Income Fund,Corporate Bonds,EQUITABLE FINL LIFE GLOBAL FDG,,False,<class 'object'>,EQH
2395,EXXON MOBIL CORP NT FLTG DUE 0,1.74,2022-08-16 00:00:00,2960000.0,2960000.0,2956819.86,9-200100-Allspring Conservative Income Fund,Corporate Bonds,EXXON MOBIL  CO,,False,<class 'object'>,XOM
2396,FLORIDA PWR & LT CO FLTG RT DU,1.19,2023-05-10 00:00:00,1220000.0,1220000.0,1210113.96,9-200100-Allspring Conservative Income Fund,Corporate Bonds,FLORIDA POWER & LIGHT CO,,False,<class 'object'>,SBCF
2397,GA GLOBAL FDG TR MEDIUM TERM N,1,2024-04-08 00:00:00,3235000.0,3089554.4,3051550.17,9-200100-Allspring Conservative Income Fund,Corporate Bonds,GA GLOBAL  FDG,,False,<class 'object'>,NG=F
2398,HONEYWELL INTL INC SR NT FTG R,1.74,2022-08-08 00:00:00,1720000.0,1720000.0,1719495.33,9-200100-Allspring Conservative Income Fund,Corporate Bonds,HONEYWELL INTL  INC,,False,<class 'object'>,HON
2399,JPMORGAN CHASE & CO DUE ,1.95,2024-03-16 00:00:00,1610000.0,1610000.0,1590791.09,9-200100-Allspring Conservative Income Fund,Corporate Bonds,JPMORGAN CHASE &  CO,,False,<class 'object'>,JPM
2400,MITSUBISHI UFJ FINL GROUP INC ,2.07,2023-07-26 00:00:00,3200000.0,3244288.0,3199354.78,9-200100-Allspring Conservative Income Fund,Corporate Bonds,MITSUBISHI UFJ FINL GROUP  INC,,False,<class 'object'>,MSBHF
2401,MIZUHO FINL GROUP INC SR NT FL,2.6,2022-09-11 00:00:00,2400000.0,2422704.0,2398898.06,9-200100-Allspring Conservative Income Fund,Corporate Bonds,MIZUHO CO,,False,<class 'object'>,MFG
2402,MORGAN STANLEY 4.1% DUE 05-22-,4.1,2023-05-22 00:00:00,1750000.0,1814207.5,1756824.91,9-200100-Allspring Conservative Income Fund,Corporate Bonds,MORGAN STANLEY,,False,<class 'object'>,MS
2403,NATWEST MKTS PLC US MEDIUM TER,3.63,2022-09-29 00:00:00,1660000.0,1747996.6,1661859.55,9-200100-Allspring Conservative Income Fund,Corporate Bonds,NATWEST MARKETS PLC,,False,<class 'object'>,NWG
2404,NEXTERA ENERGY CAP HLDGS INC 4,4.2,2024-06-20 00:00:00,1700000.0,1699966.0,1708001.9,9-200100-Allspring Conservative Income Fund,Corporate Bonds,NEXTERA ENERGY CAP,,False,<class 'object'>,NEE
2405,NORDEA BANK AB MEDIUM TERM NTS,1,2023-06-09 00:00:00,3300000.0,3340953.0,3220558.94,9-200100-Allspring Conservative Income Fund,Corporate Bonds,NORDEA BANK,,False,<class 'object'>,NDA-FI.HE
2406,NTT FIN CORP .373% 03-03-2023 ,0.37,2023-03-03 00:00:00,3200000.0,3200000.0,3144087.35,9-200100-Allspring Conservative Income Fund,Corporate Bonds,NTT FIN  CO,,False,<class 'object'>,9613.T
2407,ONE GAS INC 11/03/2023 DUE ,2.33,2023-03-11 00:00:00,896000.0,896000.0,892240.86,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ONE GAS  INC,,False,<class 'object'>,OGS
2408,PIONEER NAT RES CO .55% DUE 05,0.55,2023-05-15 00:00:00,1000000.0,999940.0,974636.95,9-200100-Allspring Conservative Income Fund,Corporate Bonds,PIONEER NAT RES  CO,,False,<class 'object'>,PXD
2409,PPL ELEC UTILS CORP .46975% DU,2.48,2023-09-28 00:00:00,1765000.0,1765000.0,1745237.56,9-200100-Allspring Conservative Income Fund,Corporate Bonds,PPL ELEC UTILS  CO,,False,<class 'object'>,PPL
2410,PUBLIC STORAGE FLTG RT DUE 04-,1.27,2024-04-23 00:00:00,800000.0,800000.0,788870.72,9-200100-Allspring Conservative Income Fund,Corporate Bonds,PUBLIC STORAGE FLTG RT DUE 04-,,False,<class 'object'>,VOD
2411,PUBLIC SVC ENTERPRISE GROUP IN,2.65,2022-11-15 00:00:00,578000.0,589513.76,577521.42,9-200100-Allspring Conservative Income Fund,Corporate Bonds,PUBLIC SERVICE ELECTRIC & GAS,,False,<class 'object'>,VOD
2412,PVPTL NATIONAL AUSTRALIA BK LT,2.13,2022-12-13 00:00:00,1920000.0,1920000.0,1917807.46,9-200100-Allspring Conservative Income Fund,Corporate Bonds,NATIONAL AUSTRALIA BANK,,True,<class 'object'>,NAB.AX
2413,PVTPL 7-ELEVEN INC SR NT .625%,0.63,2023-02-10 00:00:00,1495000.0,1493759.15,1465961.02,9-200100-Allspring Conservative Income Fund,Corporate Bonds,7-ELEVEN  INC,,True,<class 'object'>,5250.KL
2414,PVTPL ATHENE GLOBAL FDG FLTG ,1.72,2024-01-08 00:00:00,1000000.0,1000000.0,981231.6,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ATHENE GLOBAL  FDG,,True,<class 'object'>,ATNXQ
2415,PVTPL BRIGHTHOUSE 2023 FABN NE,1.2,2023-12-15 00:00:00,2400000.0,2327019.0,2308599.07,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BRIGHTHOUSE,,True,<class 'object'>,BHF
2416,PVTPL BRIGHTHOUSE FINL GLOBAL ,1.48,2024-04-12 00:00:00,865000.0,865000.0,859173.58,9-200100-Allspring Conservative Income Fund,Corporate Bonds,BRIGHTHOUSE,,True,<class 'object'>,BHF
2417,PVTPL DAIMLER FINANCE NA LLC .,0.75,2024-03-01 00:00:00,3200000.0,3037984.0,3039832.67,9-200100-Allspring Conservative Income Fund,Corporate Bonds,DAIMLER,,True,<class 'object'>,DTG.DE
2418,PVTPL DANSKE BK A/S 5.375% ,5.38,2024-01-12 00:00:00,2000000.0,2040280.0,2017703.3,9-200100-Allspring Conservative Income Fund,Corporate Bonds,DANSKE BK  A/S,,True,<class 'object'>,DANSKE.CO
2419,PVTPL FEDERATION DES CAISSES D,1.44,2024-05-21 00:00:00,1400000.0,1400000.0,1374838.84,9-200100-Allspring Conservative Income Fund,Corporate Bonds,FEDERATION DES CAISSES D,,True,<class 'object'>,TBFT-USD
2420,PVTPL HYUNDAI CAP SVCS INC GLO,3,2022-08-29 00:00:00,576000.0,597432.96,576033.44,9-200100-Allspring Conservative Income Fund,Corporate Bonds,HYUNDAI  CAP,,True,<class 'object'>,HYMTF
2421,PVTPL HYUNDAI CAPITAL AMERICA ,3.25,2022-09-20 00:00:00,1800000.0,1876014.0,1799542.06,9-200100-Allspring Conservative Income Fund,Corporate Bonds,HYUNDAI  CAP,,True,<class 'object'>,HYMTF
2422,PVTPL KEB HANA BK SR NT FLTG ,1.66,2022-10-02 00:00:00,1900000.0,1900000.0,1901154.29,9-200100-Allspring Conservative Income Fund,Corporate Bonds,KEB HANA BK  SR,,True,<class 'object'>,KEBNI-B.ST
2423,PVTPL MACQUARIE BK LTD SR MEDI,0.44,2022-12-16 00:00:00,2600000.0,2600000.0,2567685.41,9-200100-Allspring Conservative Income Fund,Corporate Bonds,MACQUARIE BK LTD,,True,<class 'object'>,FIBRAMQ12.MX
2424,PVTPL METROPOLITAN LIFE GLOBAL,0.4,2024-01-07 00:00:00,2000000.0,1911740.0,1904680.0,9-200100-Allspring Conservative Income Fund,Corporate Bonds,METROPOLITAN LIFE GLOBAL,,True,<class 'object'>,MCB
2425,PVTPL METROPOLITAN LIFE GLOBAL,1.95,2023-01-13 00:00:00,2450000.0,2450980.0,2435351.3,9-200100-Allspring Conservative Income Fund,Corporate Bonds,METROPOLITAN LIFE GLOBAL,,True,<class 'object'>,MCB
2426,PVTPL NORTHWESTERN MUT GLOBAL ,1.81,2024-03-25 00:00:00,3500000.0,3500000.0,3450769.39,9-200100-Allspring Conservative Income Fund,Corporate Bonds,NORTHWESTERN MUT,,True,<class 'object'>,NWE
2427,PVTPL PENSKE TRUCK LEASING CO ,4.88,2022-07-11 00:00:00,1800000.0,1910142.0,1800421.52,9-200100-Allspring Conservative Income Fund,Corporate Bonds,PENSKE TRUCK LEASING  CO,,True,<class 'object'>,PAG
2428,PVTPL PRINCIPAL LIFE GLOBAL FD,1.17,2024-04-12 00:00:00,570000.0,570000.0,563501.96,9-200100-Allspring Conservative Income Fund,Corporate Bonds,PRINCIPAL LIFE GLOBAL FDG,,True,<class 'object'>,PFG
2429,PVTPL ROCHE HLDGS INC ROCHE HO,1.35,2024-03-05 00:00:00,1420000.0,1420000.0,1405525.16,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ROCHE HOLDINGS INC,,True,<class 'object'>,ROG.SW
2430,PVTPL SCHLUMBERGER FIN CDA LTD,2.65,2022-11-20 00:00:00,2400000.0,2436744.0,2397440.4,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SCHLUMBERGER,,True,<class 'object'>,SLB
2431,PVTPL SIEMENS FINANCIERINGSMAA,0.4,2023-03-11 00:00:00,2325000.0,2323744.5,2282017.49,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SIEMENS FINANCIERINGSMAATSCHAP,,True,<class 'object'>,SMNEY
2432,PVTPL SKANDINAVISKA ENSKILDA B,2.37,2022-12-12 00:00:00,450000.0,450000.0,450090.81,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SKANDINAVISKA ENSKILDA B,,True,<class 'object'>,SEB-A.ST
2433,PVTPL SUMITOMO MITSUI TR BK LT,0.8,2023-09-12 00:00:00,1500000.0,1460205.0,1449943.11,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SUMITOMO MITSUI BANKING,,True,<class 'object'>,SSUMY
2434,PVTPL SUMITOMO MITSUI TR BK LT,1.64,2024-09-16 00:00:00,1700000.0,1700000.0,1670233.0,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SUMITOMO MITSUI BANKING,,True,<class 'object'>,SSUMY
2435,PVTPL TENCENT HLDGS LTD MEDIUM,1.65,2023-01-19 00:00:00,640000.0,637113.6,638483.2,9-200100-Allspring Conservative Income Fund,Corporate Bonds,TENCENT HLDGS  LTD,,True,<class 'object'>,TCEHY
2436,PVTPL1 GLENCORE FDG LLC GTD 4.,4.13,2023-05-30 00:00:00,1801000.0,1887926.97,1794858.59,9-200100-Allspring Conservative Income Fund,Corporate Bonds,GLENCORE  FDG,,True,<class 'object'>,GLEN.L
2437,PVYPL NEW YORK LIFE GLOBAL FDG,1.09,2023-02-02 00:00:00,1925000.0,1925000.0,1918764.73,9-200100-Allspring Conservative Income Fund,Corporate Bonds,NEW YORK LIFE GLOBAL  FDG,,True,<class 'object'>,BRK-B
2438,RABOBANK NEDERLAND TRANCHE # T,3.95,2022-11-09 00:00:00,750000.0,772837.5,752411.06,9-200100-Allspring Conservative Income Fund,Corporate Bonds,RABOBANK NEDERLAND,,False,<class 'object'>,XS0954910146.AS
2439,ROYAL BK CDA GLOBAL FLTG ,1.05,2024-10-07 00:00:00,3350000.0,3350000.0,3287791.07,9-200100-Allspring Conservative Income Fund,Corporate Bonds,ROYAL BANK OF CANADA,,False,<class 'object'>,RY.TO
2440,SIMON PPTY GROUP L P 2.75% ,2.75,2023-06-01 00:00:00,3200000.0,3184216.0,3168360.13,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SIMON PPTY GROUP,,False,<class 'object'>,SPG
2441,SUMITOMO MITSUI BK CORP 3.0% D,3,2023-01-18 00:00:00,700000.0,720797.0,699946.38,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SUMITOMO MITSUI BANKING,,False,<class 'object'>,SSUMY
2442,SUMITOMO MITSUI FINL GROUP INC,2.78,2022-07-12 00:00:00,2418000.0,2521567.86,2418097.11,9-200100-Allspring Conservative Income Fund,Corporate Bonds,SUMITOMO MITSUI BANKING,,False,<class 'object'>,SSUMY
2443,TENCENT HLDGS LTD MEDIUM TERM ,2.99,2023-01-19 00:00:00,1700000.0,1761030.0,1696497.66,9-200100-Allspring Conservative Income Fund,Corporate Bonds,TENCENT HLDGS  LTD,,False,<class 'object'>,TCEHY
2444,THERMO FISHER SCIENTIFIC INC S,1.14,2023-10-18 00:00:00,2100000.0,2100000.0,2072620.91,9-200100-Allspring Conservative Income Fund,Corporate Bonds,THERMO FISHER SCIENTIFIC  INC,,False,<class 'object'>,TMO
2445,TORONTO DOMINION BK SR MEDIUM ,1.53,2024-09-10 00:00:00,2000000.0,2000000.0,1965530.54,9-200100-Allspring Conservative Income Fund,Corporate Bonds,TORONTO DOMINION BANK,,False,<class 'object'>,TD
2446,VERIZON COMMUNICATIONS INC .52,1.96,2024-03-22 00:00:00,1145000.0,1145000.0,1130903.64,9-200100-Allspring Conservative Income Fund,Corporate Bonds,VERIZON  CO,,False,<class 'object'>,VZ
2447,WEINGARTEN RLTY INVS 3.5% DUE ,3.5,2023-04-15 00:00:00,2000000.0,2072760.0,2003854.48,9-200100-Allspring Conservative Income Fund,Corporate Bonds,WEINGARTEN RLTY INVS,,False,<class 'object'>,NO_TICKER_FOUND
2550,Corporate Bonds,,,,,,9-200100-JP Morgan Managed Reserves,Corporate Bonds,Corporate Bonds,,False,<class 'object'>,
2551,ABBVIE INC 2.3% DUE 11-21-2022,2.3,2022-11-21 00:00:00,2800000.0,2843835.2,2794428.67,9-200100-JP Morgan Managed Reserves,Corporate Bonds,ABBVIE  INC,,False,<class 'object'>,ABBV
2552,ABBVIE INC 2.9% DUE 11-06-2022,2.9,2022-11-06 00:00:00,89000.0,92327.71,88989.48,9-200100-JP Morgan Managed Reserves,Corporate Bonds,ABBVIE  INC,,False,<class 'object'>,ABBV
2553,ABBVIE INC 3.25% DUE 10-01-202,3.25,2022-10-01 00:00:00,597000.0,603694.76,597000.0,9-200100-JP Morgan Managed Reserves,Corporate Bonds,ABBVIE  INC,,False,<class 'object'>,ABBV
2554,ACE INA HLDGS INC 2.875% DUE ,2.88,2022-11-03 00:00:00,698000.0,718856.24,698221.55,9-200100-JP Morgan Managed Reserves,Corporate Bonds,ACE INA HLDGS  INC,,False,<class 'object'>,SLRN
2555,AEP TEX INC 2.4% DUE 10-01-202,2.4,2022-10-01 00:00:00,476000.0,488852.0,476244.63,9-200100-JP Morgan Managed Reserves,Corporate Bonds,AEP TEX  INC,,False,<class 'object'>,AEP
2556,AIG GLOBAL FDG .429689% DUE 12,1.71,2023-12-15 00:00:00,867000.0,867000.0,861548.3,9-200100-JP Morgan Managed Reserves,Corporate Bonds,AMERICAN INTL GROUP  INC,,False,<class 'object'>,AAL
2557,AIG GLOBAL FDG SR SECD MEDIUM ,2.3,2022-07-01 00:00:00,950000.0,968781.5,950000.0,9-200100-JP Morgan Managed Reserves,Corporate Bonds,AMERICAN INTL GROUP  INC,,False,<class 'object'>,AAL
2558,AIR LEASE CORP MED TERM NTS BO,2.18,2022-12-15 00:00:00,218000.0,218000.0,217756.69,9-200100-JP Morgan Managed Reserves,Corporate Bonds,AIR LEASE  CO,,False,<class 'object'>,AL
2559,AMEREN ILL CO .375% 06-15-2023,0.38,2023-06-15 00:00:00,1629000.0,1628592.75,1577948.79,9-200100-JP Morgan Managed Reserves,Corporate Bonds,AMEREN ILL  CO,,False,<class 'object'>,AILIH
2560,AMERICAN EXPRESS CO 3.375% ,3.38,2024-05-03 00:00:00,1844000.0,1843815.6,1830728.66,9-200100-JP Morgan Managed Reserves,Corporate Bonds,AMERICAN EXPRESS CO,,False,<class 'object'>,AXP
2561,AMERICAN HONDA FIN CORP MED TE,0.4,2022-10-21 00:00:00,1500000.0,1499550.0,1492983.74,9-200100-JP Morgan Managed Reserves,Corporate Bonds,AMERICAN HONDA FIN  CO,,False,<class 'object'>,AAL
